"","sites","siteID"
"2321","Ellis Pond CE12588",2321
"2322","Ellis Pond CE20591x",2322
"2323","Ellis Pond CE3168",2323
"2324","Ellis Pond CE6203",2324
"2325","Ellis Pond NW13604",2325
"2326","Ellis Pond NW16115",2326
"2327","Ellis Pond NW8723",2327
"2328","Ellis Pond NW9028",2328
"2329","Ellis Pond NW9406x",2329
"2330","Ellis Pond SW13087",2330
"2331","Ellis Pond SW13537",2331
"2332","Ellis Pond SW16733",2332
"2333","Ellis Pond SW7591",2333
"2334","Ellis Pond SW8493",2334
"2335","Ellsworth CE12256",2335
"2336","Ellsworth CE17411",2336
"2337","Ellsworth CE1794",2337
"2338","Ellsworth CE27971x",2338
"2339","Ellsworth CE3619x",2339
"2340","Ellsworth NW16335x",2340
"2341","Ellsworth NW23565x",2341
"2342","Ellsworth NW3457x",2342
"2343","Ellsworth NW349",2343
"2344","Ellsworth NW9073",2344
"2345","Ellsworth SW14198",2345
"2346","Ellsworth SW17444x",2346
"2347","Ellsworth SW20528x",2347
"2348","Ellsworth SW2751",2348
"2349","Ellsworth SW4177",2349
"2350","Embden Pond CE12271",2350
"2351","Embden Pond CE28480x",2351
"2352","Embden Pond CE3802x",2352
"2353","Embden Pond CE6951",2353
"2354","Embden Pond CE7708",2354
"2355","Embden Pond NW1765",2355
"2356","Embden Pond NW40319x",2356
"2357","Embden Pond NW54027x",2357
"2358","Embden Pond NW6031",2358
"2359","Embden Pond NW7635",2359
"2360","Embden Pond SW11056",2360
"2361","Embden Pond SW14652",2361
"2362","Embden Pond SW16673",2362
"2363","Embden Pond SW1988",2363
"2364","Embden Pond SW3146",2364
"2365","Embden Pond SWG_59x",2365
"2366","Enchanted Pond CE12006",2366
"2367","Enchanted Pond CE32547x",2367
"2368","Enchanted Pond CE7485",2368
"2369","Enchanted Pond NW14929",2369
"2370","Enchanted Pond NW3961x",2370
"2371","Enchanted Pond NW702",2371
"2372","Enchanted Pond NW873x",2372
"2373","Enchanted Pond NW8879",2373
"2374","Enchanted Pond SW13037",2374
"2375","Enchanted Pond SW19674x",2375
"2376","Enchanted Pond SW35860x",2376
"2377","Enchanted Pond SW49065x",2377
"2378","Enchanted Pond SW8698x",2378
"2379","Endless Lake CE10016x",2379
"2380","Endless Lake CE1130",2380
"2381","Endless Lake CE18417",2381
"2382","Endless Lake CE5864",2382
"2383","Endless Lake CE8000x",2383
"2384","Endless Lake NW14849",2384
"2385","Endless Lake NW2400",2385
"2386","Endless Lake NW579",2386
"2387","Endless Lake NW6632",2387
"2388","Endless Lake NW8702",2388
"2389","Endless Lake SW20054x",2389
"2390","Endless Lake SW6764",2390
"2391","Endless Lake SW887",2391
"2392","Epping CE10069",2392
"2393","Epping CE13525",2393
"2394","Epping CE27834x",2394
"2395","Epping CE8691",2395
"2396","Epping CE9638",2396
"2397","Epping NW11793",2397
"2398","Epping NW17939",2398
"2399","Epping NW2416",2399
"2400","Epping NW3371",2400
"2401","Epping NW7918",2401
"2402","Epping SW10091",2402
"2403","Epping SW2950",2403
"2404","Epping SW3881",2404
"2405","Epping SW4252",2405
"2406","Epping SW5573",2406
"2407","Estcourt CE10073",2407
"2408","Estcourt CE3311",2408
"2409","Estcourt CE5337",2409
"2410","Estcourt CE8065",2410
"2411","Estcourt CE8193",2411
"2412","Estcourt CW10807",2412
"2413","Estcourt CW11008",2413
"2414","Estcourt CW1251",2414
"2415","Estcourt CW16366",2415
"2416","Estcourt CW16437",2416
"2417","Estcourt SW10096",2417
"2418","Estcourt SW11342",2418
"2419","Estcourt SW18401",2419
"2420","Estcourt SW24170x",2420
"2421","Estcourt SW6265",2421
"2422","Fairfield CE12338",2422
"2423","Fairfield CE14464",2423
"2424","Fairfield CE372",2424
"2425","Fairfield CE4424",2425
"2426","Fairfield CE5352",2426
"2427","Fairfield CEG_32",2427
"2428","Fairfield NW15943",2428
"2429","Fairfield NW2544",2429
"2430","Fairfield NW4598",2430
"2431","Fairfield NW8132",2431
"2432","Fairfield NW9406",2432
"2433","Fairfield NWG_12",2433
"2434","Fairfield NWG_24",2434
"2435","Fairfield SW10718",2435
"2436","Fairfield SW13767",2436
"2437","Fairfield SW4464",2437
"2438","Fairfield SW7619",2438
"2439","Fairfield SW8442",2439
"2440","Falls Brook Lake CE11469",2440
"2441","Falls Brook Lake CE12688",2441
"2442","Falls Brook Lake CE17581",2442
"2443","Falls Brook Lake CE3219",2443
"2444","Falls Brook Lake CE4319",2444
"2445","Falls Brook Lake NW16632",2445
"2446","Falls Brook Lake NW17929",2446
"2447","Falls Brook Lake NW18054",2447
"2448","Falls Brook Lake NW2910",2448
"2449","Falls Brook Lake NW3653",2449
"2450","Falls Brook Lake SW11964",2450
"2451","Falls Brook Lake SW35841x",2451
"2452","Falls Brook Lake SW43245x",2452
"2453","Falls Brook Lake SW5108",2453
"2454","Falls Brook Lake SW5544",2454
"2455","Farmington CE14211",2455
"2456","Farmington CE1896",2456
"2457","Farmington CE487",2457
"2458","Farmington CE6180",2458
"2459","Farmington CE8649",2459
"2460","Farmington Falls CE11609",2460
"2461","Farmington Falls CE16429",2461
"2462","Farmington Falls CE18036",2462
"2463","Farmington Falls CE53",2463
"2464","Farmington Falls CE5529",2464
"2465","Farmington Falls CEB_26",2465
"2466","Farmington Falls NW16500",2466
"2467","Farmington Falls NW17164x",2467
"2468","Farmington Falls NW5507",2468
"2469","Farmington Falls NW7637",2469
"2470","Farmington Falls NW7684",2470
"2471","Farmington Falls SW12845x",2471
"2472","Farmington Falls SW14814",2472
"2473","Farmington Falls SW7085",2473
"2474","Farmington Falls SW9568",2474
"2475","Farmington Falls SW9704",2475
"2476","Farmington NW14794",2476
"2477","Farmington NW36990x",2477
"2478","Farmington NW410",2478
"2479","Farmington NW8258",2479
"2480","Farmington NW9219",2480
"2481","Farmington SW12181",2481
"2482","Farmington SW14196",2482
"2483","Farmington SW17787",2483
"2484","Farmington SW3428",2484
"2485","Farmington SW9645",2485
"2486","Farrar Mtn CE11006",2486
"2487","Farrar Mtn CE11821",2487
"2488","Farrar Mtn CE13417",2488
"2489","Farrar Mtn CE17111",2489
"2490","Farrar Mtn CE9359",2490
"2491","Farrar Mtn NW1292",2491
"2492","Farrar Mtn NW1390",2492
"2493","Farrar Mtn NW4643",2493
"2494","Farrar Mtn NW6073",2494
"2495","Farrar Mtn NW6077",2495
"2496","Farrar Mtn SW1",2496
"2497","Farrar Mtn SW11380",2497
"2498","Farrar Mtn SW12765",2498
"2499","Farrar Mtn SW13461",2499
"2500","Farrar Mtn SW6217",2500
"2501","Farrar Pond CE128",2501
"2502","Farrar Pond CE1584x",2502
"2503","Farrar Pond CE2491",2503
"2504","Farrar Pond CE2590",2504
"2505","Farrar Pond CE644x",2505
"2506","Farrar Pond NW1303",2506
"2507","Farrar Pond NW15765",2507
"2508","Farrar Pond NW2903",2508
"2509","Farrar Pond NW4040",2509
"2510","Farrar Pond NW4244",2510
"2511","Farrar Pond SW11535",2511
"2512","Farrar Pond SW14321",2512
"2513","Farrar Pond SW1836",2513
"2514","Farrar Pond SW4977",2514
"2515","Farrar Pond SW8451",2515
"2516","Farrow Mtn CE11165",2516
"2517","Farrow Mtn CE12413",2517
"2518","Farrow Mtn CE14841",2518
"2519","Farrow Mtn CE52262x",2519
"2520","Farrow Mtn CE919",2520
"2521","Farrow Mtn NW68790",2521
"2522","Farrow Mtn NW68791",2522
"2523","Farrow Mtn NW68792",2523
"2524","Farrow Mtn NW68794",2524
"2525","Farrow Mtn NW68796x",2525
"2526","Farrow Mtn SW12190",2526
"2527","Farrow Mtn SW14526",2527
"2528","Farrow Mtn SW17593",2528
"2529","Farrow Mtn SW6047",2529
"2530","Farrow Mtn SW6122",2530
"2531","Fayette CE14325",2531
"2532","Fayette CE15399x",2532
"2533","Fayette CE228",2533
"2534","Fayette CE2704",2534
"2535","Fayette CE7616",2535
"2536","Fayette NW10239",2536
"2537","Fayette NW11826",2537
"2538","Fayette NW15560",2538
"2539","Fayette NW17783",2539
"2540","Fayette NW5558",2540
"2541","Fayette SW12191x",2541
"2542","Fayette SW14781",2542
"2543","Fayette SW16981",2543
"2544","Fayette SW4129",2544
"2545","Fayette SW45070x",2545
"2546","Fifth Musquacook Lake CE14150",2546
"2547","Fifth Musquacook Lake CE18078",2547
"2548","Fifth Musquacook Lake CE1830",2548
"2549","Fifth Musquacook Lake CE3809",2549
"2550","Fifth Musquacook Lake CE6201",2550
"2551","Fifth Musquacook Lake NW15396",2551
"2552","Fifth Musquacook Lake NW4450",2552
"2553","Fifth Musquacook Lake NW4877",2553
"2554","Fifth Musquacook Lake NW5065",2554
"2555","Fifth Musquacook Lake NW870",2555
"2556","Fifth Musquacook Lake SW1051",2556
"2557","Fifth Musquacook Lake SW11309",2557
"2558","Fifth Musquacook Lake SW12560",2558
"2559","Fifth Musquacook Lake SW16973",2559
"2560","Fifth Musquacook Lake SW9885",2560
"2561","First Musquacook Lake CE10992",2561
"2562","First Musquacook Lake CE12194",2562
"2563","First Musquacook Lake CE12558",2563
"2564","First Musquacook Lake CE3803",2564
"2565","First Musquacook Lake CE830",2565
"2566","First Musquacook Lake NW13802",2566
"2567","First Musquacook Lake NW15316",2567
"2568","First Musquacook Lake NW15792",2568
"2569","First Musquacook Lake NW3140",2569
"2570","First Musquacook Lake NW8751",2570
"2571","First Musquacook Lake SW12713",2571
"2572","First Musquacook Lake SW16689",2572
"2573","First Musquacook Lake SW17150",2573
"2574","First Musquacook Lake SW3196",2574
"2575","First Musquacook Lake SW4118",2575
"2576","Fish River Lake CE12381",2576
"2577","Fish River Lake CE15928",2577
"2578","Fish River Lake CE1737",2578
"2579","Fish River Lake CE2929",2579
"2580","Fish River Lake CE9407",2580
"2581","Fish River Lake CW13999",2581
"2582","Fish River Lake CW15680",2582
"2583","Fish River Lake CW2838",2583
"2584","Fish River Lake CW7300",2584
"2585","Fish River Lake CW8131",2585
"2586","Fish River Lake SW CE16687",2586
"2587","Fish River Lake SW CE2660",2587
"2588","Fish River Lake SW CE6698",2588
"2589","Fish River Lake SW CE68",2589
"2590","Fish River Lake SW CE8092",2590
"2591","Fish River Lake SW NW14571",2591
"2592","Fish River Lake SW NW16726",2592
"2593","Fish River Lake SW NW2092",2593
"2594","Fish River Lake SW NW4920",2594
"2595","Fish River Lake SW NW5691",2595
"2596","Fish River Lake SW SW12251",2596
"2597","Fish River Lake SW SW15027",2597
"2598","Fish River Lake SW SW16225",2598
"2599","Fish River Lake SW SW18185",2599
"2600","Fish River Lake SW SW5208",2600
"2601","Fish River Lake SW13915",2601
"2602","Fish River Lake SW1883",2602
"2603","Fish River Lake SW2614",2603
"2604","Fish River Lake SW73",2604
"2605","Fish River Lake SW9827",2605
"2606","Five Finger Brook CE13924",2606
"2607","Five Finger Brook CE2534",2607
"2608","Five Finger Brook CE323",2608
"2609","Five Finger Brook CE4155",2609
"2610","Five Finger Brook CE7854",2610
"2611","Five Finger Brook NW10761",2611
"2612","Five Finger Brook NW8765",2612
"2613","Fletcher Peak CE10947",2613
"2614","Fletcher Peak CE18292",2614
"2615","Fletcher Peak CE4444",2615
"2616","Fletcher Peak CE5015",2616
"2617","Fletcher Peak CE5331",2617
"2618","Fletcher Peak CW13611",2618
"2619","Fletcher Peak CW14859",2619
"2620","Fletcher Peak CW2862",2620
"2621","Fletcher Peak CW3234",2621
"2622","Fletcher Peak CW491",2622
"2623","Fletcher Peak SW10540",2623
"2624","Fletcher Peak SW11103",2624
"2625","Fletcher Peak SW15298",2625
"2626","Fletcher Peak SW395",2626
"2627","Fletcher Peak SW4401",2627
"2628","Foley Pond CE11998",2628
"2629","Foley Pond CE17487",2629
"2630","Foley Pond CE17852",2630
"2631","Foley Pond CE4592",2631
"2632","Foley Pond CE7686x",2632
"2633","Foley Pond SW11218",2633
"2634","Foley Pond SW1154",2634
"2635","Foley Pond SW13055",2635
"2636","Foley Pond SW16135",2636
"2637","Foley Pond SW6523",2637
"2638","Fool Brook CE10554",2638
"2639","Fool Brook CE11876",2639
"2640","Fool Brook CE13988",2640
"2641","Fool Brook CE17547",2641
"2642","Fool Brook CE2195",2642
"2643","Fool Brook NW12721",2643
"2644","Fool Brook NW16616",2644
"2645","Fool Brook NW4498",2645
"2646","Fool Brook NW5869",2646
"2647","Fool Brook NW9241",2647
"2648","Fool Brook SW18515",2648
"2649","Fool Brook SW44860x",2649
"2650","Fool Brook SW7494",2650
"2651","Forest CE13165",2651
"2652","Forest CE13362",2652
"2653","Forest CE15038",2653
"2654","Forest CE5493",2654
"2655","Forest CE5794",2655
"2656","Forest City SW10377",2656
"2657","Forest City SW2364",2657
"2658","Forest City SW29322x",2658
"2659","Forest City SW4612",2659
"2660","Forest City SW8066",2660
"2661","Forest NW12516",2661
"2662","Forest NW15421",2662
"2663","Forest NW1890",2663
"2664","Forest NW3442",2664
"2665","Forest NW34666x",2665
"2666","Forest SW10781",2666
"2667","Forest SW13434",2667
"2668","Forest SW14729",2668
"2669","Forest SW5802",2669
"2670","Forest SW9707",2670
"2671","Forks of Machias CE15923",2671
"2672","Forks of Machias CE16655",2672
"2673","Forks of Machias CE3651",2673
"2674","Forks of Machias CE7360",2674
"2675","Forks of Machias CE9813",2675
"2676","Forks of Machias NW4539",2676
"2677","Forks of Machias NW6133",2677
"2678","Forks of Machias NW7622",2678
"2679","Forks of Machias NW7714",2679
"2680","Forks of Machias NW987",2680
"2681","Fort Fairfield CE10730",2681
"2682","Fort Fairfield CE12464",2682
"2683","Fort Fairfield CE17502",2683
"2684","Fort Fairfield CE3404",2684
"2685","Fort Fairfield CE9833",2685
"2686","Fort Fairfield NW CE10028",2686
"2687","Fort Fairfield NW CE1122",2687
"2688","Fort Fairfield NW CE17627",2688
"2689","Fort Fairfield NW CE5711",2689
"2690","Fort Fairfield NW CE866",2690
"2691","Fort Fairfield NW NW13960",2691
"2692","Fort Fairfield NW NW16829",2692
"2693","Fort Fairfield NW NW2323",2693
"2694","Fort Fairfield NW NW3823",2694
"2695","Fort Fairfield NW NW5760",2695
"2696","Fort Fairfield NW SW2587",2696
"2697","Fort Fairfield NW SW5733",2697
"2698","Fort Fairfield NW SW6436",2698
"2699","Fort Fairfield NW SW9313",2699
"2700","Fort Fairfield NW SW9622",2700
"2701","Fort Fairfield NW17222",2701
"2702","Fort Fairfield NW17544",2702
"2703","Fort Fairfield NW4113",2703
"2704","Fort Fairfield NW5419",2704
"2705","Fort Fairfield NW9091",2705
"2706","Fort Fairfield SW10081",2706
"2707","Fort Fairfield SW10325",2707
"2708","Fort Fairfield SW12306",2708
"2709","Fort Fairfield SW16320x",2709
"2710","Fort Fairfield SW8229",2710
"2711","Fort Kent North CE16259",2711
"2712","Fort Kent North CE17306",2712
"2713","Fort Kent North CE2680",2713
"2714","Fort Kent North CE5171",2714
"2715","Fort Kent North CE9933",2715
"2716","Fort Kent North SW12244",2716
"2717","Fort Kent North SW18255",2717
"2718","Fort Kent North SW23137x",2718
"2719","Fort Kent North SW5365",2719
"2720","Fort Kent North SW5967",2720
"2721","Fort Kent South CE10351",2721
"2722","Fort Kent South CE12675",2722
"2723","Fort Kent South CE1814",2723
"2724","Fort Kent South CE29644x",2724
"2725","Fort Kent South CE9966",2725
"2726","Fort Kent South NW12520x",2726
"2727","Fort Kent South NW16906x",2727
"2728","Fort Kent South NW2810",2728
"2729","Fort Kent South NW4237",2729
"2730","Fort Kent South NW8598",2730
"2731","Fort Kent South SW68801",2731
"2732","Fort Kent South SW68803",2732
"2733","Fort Kent South SW68804",2733
"2734","Fort Kent South SW68805x",2734
"2735","Fort Kent South SW68806x",2735
"2736","Foster Ridge CE41477x",2736
"2737","Foster Ridge CE44314x",2737
"2738","Foster Ridge CE5136",2738
"2739","Foster Ridge CE8041",2739
"2740","Foster Ridge CE9593x",2740
"2741","Foster Ridge NW11657",2741
"2742","Foster Ridge NW14558",2742
"2743","Foster Ridge NW15598",2743
"2744","Foster Ridge NW17520",2744
"2745","Foster Ridge NW18517",2745
"2746","Foster Ridge SEADD011",2746
"2747","Foster Ridge SEADD012",2747
"2748","Foster Ridge SEADD013",2748
"2749","Foster Ridge SEADD015",2749
"2750","Foster Ridge SEADD017x",2750
"2751","Foster Ridge SW1647",2751
"2752","Foster Ridge SW2651",2752
"2753","Foster Ridge SW5811",2753
"2754","Foster Ridge SW6005",2754
"2755","Foster Ridge SW8336",2755
"2756","Freeport CE10288",2756
"2757","Freeport CE10881",2757
"2758","Freeport CE65751x",2758
"2759","Freeport NW14589",2759
"2760","Freeport NW3492",2760
"2761","Freeport NW41503x",2761
"2762","Freeport NW44873x",2762
"2763","Freeport NW52140x",2763
"2764","Freeport SW68810",2764
"2765","Freeport SW68811",2765
"2766","Freeport SW68812",2766
"2767","Freeport SW68813",2767
"2768","Freeport SW68814",2768
"2769","Frenchboro NW12865",2769
"2770","Frenchboro NW2775",2770
"2771","Frenchboro NW31993x",2771
"2772","Frenchboro NW34068x",2772
"2773","Frenchboro NW52643x",2773
"2774","Frenchville CE12376",2774
"2775","Frenchville CE17086",2775
"2776","Frenchville CE17189",2776
"2777","Frenchville CE4844",2777
"2778","Frenchville CE7204",2778
"2779","Frenchville SW14941",2779
"2780","Frenchville SW18175",2780
"2781","Frenchville SW28x",2781
"2782","Frenchville SW820",2782
"2783","Frenchville SW9332",2783
"2784","Friendship CE24242x",2784
"2785","Friendship CE306",2785
"2786","Friendship CE32066x",2786
"2787","Friendship CE5757",2787
"2788","Friendship CE6651",2788
"2789","Friendship NW10639",2789
"2790","Friendship NW16156",2790
"2791","Friendship NW197",2791
"2792","Friendship NW34005x",2792
"2793","Friendship NW39074x",2793
"2794","Frost Pond CE11111",2794
"2795","Frost Pond CE13459",2795
"2796","Frost Pond CE15307",2796
"2797","Frost Pond CE3427",2797
"2798","Frost Pond CE8372",2798
"2799","Frost Pond NW107",2799
"2800","Frost Pond NW15049",2800
"2801","Frost Pond NW6230",2801
"2802","Frost Pond SW18156",2802
"2803","Frost Pond SW34819x",2803
"2804","Frost Pond SW53484x",2804
"2805","Frost Pond SW54033x",2805
"2806","Frost Pond SW6619",2806
"2807","Fryeburg CE11471",2807
"2808","Fryeburg CE12691",2808
"2809","Fryeburg CE17035",2809
"2810","Fryeburg CE2488",2810
"2811","Fryeburg CE9201",2811
"2812","Fryeburg NW11991",2812
"2813","Fryeburg NW16593",2813
"2814","Fryeburg NW7652",2814
"2815","Fryeburg NW8157",2815
"2816","Fryeburg NW9647",2816
"2817","Fryeburg SW11636",2817
"2818","Fryeburg SW17707",2818
"2819","Fryeburg SW17778",2819
"2820","Fryeburg SW46472x",2820
"2821","Fryeburg SW57910x",2821
"2822","Gardiner CE12720x",2822
"2823","Gardiner CE1419x",2823
"2824","Gardiner CE38913x",2824
"2825","Gardiner CE4626",2825
"2826","Gardiner CE524",2826
"2827","Gardiner NW14501x",2827
"2828","Gardiner NW31433x",2828
"2829","Gardiner NW3629x",2829
"2830","Gardiner NW55490x",2830
"2831","Gardiner NW7012",2831
"2832","Gardiner SW12287",2832
"2833","Gardiner SW47527x",2833
"2834","Gardiner SW49",2834
"2835","Gardiner SW5525",2835
"2836","Gardiner SW7083",2836
"2837","Gardiner SWG_11",2837
"2838","Gardner Pond NW30421x",2838
"2839","Gardner Pond NW3187",2839
"2840","Gardner Pond NW4343",2840
"2841","Gardner Pond NW9408",2841
"2842","Gardner Pond NW9498",2842
"2843","Gardner Pond SW11499",2843
"2844","Gardner Pond SW16984",2844
"2845","Gardner Pond SW2065",2845
"2846","Gardner Pond SW695",2846
"2847","Gardner Pond SW9318",2847
"2848","Garland CE10896",2848
"2849","Garland CE1273",2849
"2850","Garland CE15739",2850
"2851","Garland CE15969",2851
"2852","Garland CE2143x",2852
"2853","Garland NW208",2853
"2854","Garland NW45354x",2854
"2855","Garland NW5140",2855
"2856","Garland NW58101x",2856
"2857","Garland NW9862",2857
"2858","Garland NWG_28",2858
"2859","Garland SW17202",2859
"2860","Garland SW17744",2860
"2861","Garland SW1863",2861
"2862","Garland SW3820",2862
"2863","Garland SW8245",2863
"2864","Gassabias Lake CE14563",2864
"2865","Gassabias Lake CE16730",2865
"2866","Gassabias Lake CE1818",2866
"2867","Gassabias Lake CE2596",2867
"2868","Gassabias Lake CE2940",2868
"2869","Gassabias Lake NW10869",2869
"2870","Gassabias Lake NW12671",2870
"2871","Gassabias Lake NW18427",2871
"2872","Gassabias Lake NW6130",2872
"2873","Gassabias Lake NW6815",2873
"2874","Gassabias Lake SW10792",2874
"2875","Gassabias Lake SW12068x",2875
"2876","Gassabias Lake SW572",2876
"2877","Gassabias Lake SW7141",2877
"2878","Gassabias Lake SW852",2878
"2879","Gilead CE57557x",2879
"2880","Gilead CE6667",2880
"2881","Gilead SW11655",2881
"2882","Gilead SW14435",2882
"2883","Gilead SW15795",2883
"2884","Gilead SW2000",2884
"2885","Gilead SW8405",2885
"2886","Goodwin CE13509",2886
"2887","Goodwin CE1606",2887
"2888","Goodwin CE17113",2888
"2889","Goodwin CE5885",2889
"2890","Goodwin CE6228",2890
"2891","Goodwin NW10066",2891
"2892","Goodwin NW12021",2892
"2893","Goodwin NW12582",2893
"2894","Goodwin NW14126",2894
"2895","Goodwin NW4120",2895
"2896","Goodwin SW13388",2896
"2897","Goodwin SW14038",2897
"2898","Goodwin SW14285",2898
"2899","Goodwin SW3915",2899
"2900","Goodwin SW6697",2900
"2901","Gorham CE10232",2901
"2902","Gorham CE13029",2902
"2903","Gorham CE14981",2903
"2904","Gorham CE3087",2904
"2905","Gorham CE3291",2905
"2906","Gorham NW12892",2906
"2907","Gorham NW13623",2907
"2908","Gorham NW16434",2908
"2909","Gorham NW361",2909
"2910","Gorham NW4300",2910
"2911","Gorham NWG_50",2911
"2912","Gorham SW1026",2912
"2913","Gorham SW11763",2913
"2914","Gorham SW12769",2914
"2915","Gorham SW15687",2915
"2916","Gorham SW34073x",2916
"2917","Grand Isle CE11664",2917
"2918","Grand Isle CE1413",2918
"2919","Grand Isle CE17638",2919
"2920","Grand Isle CE2595",2920
"2921","Grand Isle CE4295",2921
"2922","Grand Isle CW13905",2922
"2923","Grand Isle CW15151",2923
"2924","Grand Isle CW2525",2924
"2925","Grand Isle CW5679",2925
"2926","Grand Isle CW9060",2926
"2927","Grand Isle SW10700",2927
"2928","Grand Isle SW13432",2928
"2929","Grand Isle SW16903",2929
"2930","Grand Isle SW6736",2930
"2931","Grand Isle SW9048",2931
"2932","Grand Lake Seboeis CE14031",2932
"2933","Grand Lake Seboeis CE15563",2933
"2934","Grand Lake Seboeis CE251x",2934
"2935","Grand Lake Seboeis CE50993x",2935
"2936","Grand Lake Seboeis CE7501",2936
"2937","Grand Lake Seboeis NW10993",2937
"2938","Grand Lake Seboeis NW18004",2938
"2939","Grand Lake Seboeis NW3872",2939
"2940","Grand Lake Seboeis NW6214",2940
"2941","Grand Lake Seboeis NW7955",2941
"2942","Grand Lake Seboeis SW14653",2942
"2943","Grand Lake Seboeis SW17534",2943
"2944","Grand Lake Seboeis SW6405",2944
"2945","Grand Lake Seboeis SW7589",2945
"2946","Grand Lake Seboeis SW9090",2946
"2947","Grand Lake Stream CE12954",2947
"2948","Grand Lake Stream CE1566",2948
"2949","Grand Lake Stream CE15848",2949
"2950","Grand Lake Stream CE16637",2950
"2951","Grand Lake Stream CE4871",2951
"2952","Grand Lake Stream NW11152",2952
"2953","Grand Lake Stream NW12777",2953
"2954","Grand Lake Stream NW1456",2954
"2955","Grand Lake Stream NW17450",2955
"2956","Grand Lake Stream SW13631",2956
"2957","Grand Lake Stream SW4130",2957
"2958","Grand Lake Stream SW6582",2958
"2959","Grand Lake Stream SW7073",2959
"2960","Grand Lake Stream SW8286",2960
"2961","Gray CE12987",2961
"2962","Gray CE16163",2962
"2963","Gray CE2555",2963
"2964","Gray CE3579x",2964
"2965","Gray CE3817x",2965
"2966","Gray NW12567",2966
"2967","Gray NW15658",2967
"2968","Gray NW15841",2968
"2969","Gray NW4544",2969
"2970","Gray NW7029",2970
"2971","Gray SW10454",2971
"2972","Gray SW14706",2972
"2973","Gray SW15354",2973
"2974","Gray SW16358",2974
"2975","Gray SW9484",2975
"2976","Great East Lake CE10376",2976
"2977","Great East Lake CE10967",2977
"2978","Great East Lake CE16526",2978
"2979","Great East Lake CE17187",2979
"2980","Great East Lake CE3288",2980
"2981","Great East Lake NW15376",2981
"2982","Great East Lake NW4083",2982
"2983","Great East Lake NW4793",2983
"2984","Great East Lake NW5613x",2984
"2985","Great East Lake NW6528",2985
"2986","Great East Lake SW18495",2986
"2987","Great East Lake SW2220",2987
"2988","Great East Lake SW391",2988
"2989","Great East Lake SW6812",2989
"2990","Great East Lake SW9175",2990
"2991","Great Pond CE13155",2991
"2992","Great Pond CE13628",2992
"2993","Great Pond CE17987",2993
"2994","Great Pond CE3478",2994
"2995","Great Pond CE7959",2995
"2996","Great Pond NW10553",2996
"2997","Great Pond NW11785",2997
"2998","Great Pond NW13579",2998
"2999","Great Pond NW17980",2999
"3000","Great Pond NW3516",3000
"3001","Great Pond SW11490",3001
"3002","Great Pond SW1632",3002
"3003","Great Pond SW17793",3003
"3004","Great Pond SW6255x",3004
"3005","Great Pond SW6832",3005
"3006","Great Wass Island NW10348",3006
"3007","Great Wass Island NW12130",3007
"3008","Great Wass Island NW16099",3008
"3009","Great Wass Island NW3862",3009
"3010","Great Wass Island NW9589",3010
"3011","Green Lake CE12840",3011
"3012","Green Lake CE16291x",3012
"3013","Green Lake CE17990",3013
"3014","Green Lake CE5957",3014
"3015","Green Lake CE9739",3015
"3016","Green Lake NW10416",3016
"3017","Green Lake NW11158",3017
"3018","Green Lake NW18061",3018
"3019","Green Lake NW1841",3019
"3020","Green Lake NW25739x",3020
"3021","Green Lake SW12978",3021
"3022","Green Lake SW18375x",3022
"3023","Green Lake SW18415x",3023
"3024","Green Lake SW22378x",3024
"3025","Green Lake SW5147",3025
"3026","Green Mtn CE11857",3026
"3027","Green Mtn CE12414",3027
"3028","Green Mtn CE6315",3028
"3029","Green Mtn CE9270",3029
"3030","Green Mtn CE9682",3030
"3031","Green Mtn NW11214",3031
"3032","Green Mtn NW16192",3032
"3033","Green Mtn NW2724",3033
"3034","Green Mtn NW3016",3034
"3035","Green Mtn NW9425",3035
"3036","Green Mtn SW13989",3036
"3037","Green Mtn SW16539x",3037
"3038","Green Mtn SW26523x",3038
"3039","Green Mtn SW6663",3039
"3040","Green Mtn SW7807",3040
"3041","Greenbush CE11206",3041
"3042","Greenbush CE14848",3042
"3043","Greenbush CE18138x",3043
"3044","Greenbush CE32380x",3044
"3045","Greenbush CE4863",3045
"3046","Greenbush CE9804",3046
"3047","Greenbush SW1583",3047
"3048","Greenbush SW6224",3048
"3049","Greenbush SW63796x",3049
"3050","Greenbush SW7487",3050
"3051","Greenbush SW7808",3051
"3052","Greenfield CE13769",3052
"3053","Greenfield CE17212",3053
"3054","Greenfield CE2500",3054
"3055","Greenfield CE26114x",3055
"3056","Greenfield CE9304x",3056
"3057","Greenfield NW10750",3057
"3058","Greenfield NW15026",3058
"3059","Greenfield NW17270",3059
"3060","Greenfield NW18002",3060
"3061","Greenfield NW8524",3061
"3062","Greenfield SW11651",3062
"3063","Greenfield SW14013",3063
"3064","Greenfield SW14920",3064
"3065","Greenfield SW2756",3065
"3066","Greenfield SW5004",3066
"3067","Greenlaw Pond NW11862",3067
"3068","Greenlaw Pond NW12259",3068
"3069","Greenlaw Pond NW12563",3069
"3070","Greenlaw Pond NW13566",3070
"3071","Greenlaw Pond NW602",3071
"3072","Greenlaw Pond SW12047",3072
"3073","Greenlaw Pond SW16020",3073
"3074","Greenlaw Pond SW17055",3074
"3075","Greenlaw Pond SW8881",3075
"3076","Greenlaw Pond SW9447",3076
"3077","Greenville CE12965x",3077
