"","sites","siteID"
"4908","Middle Brook Mtn SW11717",4908
"4909","Middle Brook Mtn SW13023",4909
"4910","Middle Brook Mtn SW6954",4910
"4911","Middle Brook Mtn SW7987",4911
"4912","Middle Brook Mtn SW8454",4912
"4913","Middle Dam CE11267x",4913
"4914","Middle Dam CE11685",4914
"4915","Middle Dam CE15630",4915
"4916","Middle Dam CE16055",4916
"4917","Middle Dam CE4330",4917
"4918","Middle Dam NW11719",4918
"4919","Middle Dam NW1281",4919
"4920","Middle Dam NW2599",4920
"4921","Middle Dam NW28904x",4921
"4922","Middle Dam NW46637x",4922
"4923","Middle Dam SW12283",4923
"4924","Middle Dam SW16813",4924
"4925","Middle Dam SW17482",4925
"4926","Middle Dam SW551",4926
"4927","Middle Dam SW7092x",4927
"4928","Millinocket CE1043",4928
"4929","Millinocket CE2231",4929
"4930","Millinocket CE3495",4930
"4931","Millinocket CE4787",4931
"4932","Millinocket CE9036",4932
"4933","Millinocket Lake East CE16007",4933
"4934","Millinocket Lake East CE17223",4934
"4935","Millinocket Lake East CE6950",4935
"4936","Millinocket Lake East CE8486",4936
"4937","Millinocket Lake East CE9301",4937
"4938","Millinocket Lake East NW10565",4938
"4939","Millinocket Lake East NW17358",4939
"4940","Millinocket Lake East NW17871",4940
"4941","Millinocket Lake East NW7661x",4941
"4942","Millinocket Lake East NW8414",4942
"4943","Millinocket Lake West CE11569",4943
"4944","Millinocket Lake West CE13570",4944
"4945","Millinocket Lake West CE4339",4945
"4946","Millinocket Lake West CE5090",4946
"4947","Millinocket Lake West NW13301",4947
"4948","Millinocket Lake West NW14058",4948
"4949","Millinocket Lake West NW18585",4949
"4950","Millinocket Lake West NW5409",4950
"4951","Millinocket Lake West NW7544",4951
"4952","Millinocket Lake West SW12724",4952
"4953","Millinocket Lake West SW16118",4953
"4954","Millinocket Lake West SW3512",4954
"4955","Millinocket Lake West SW9424",4955
"4956","Millinocket Lake West SW9676",4956
"4957","Millinocket NW11061",4957
"4958","Millinocket NW13484",4958
"4959","Millinocket NW14730",4959
"4960","Millinocket NW2291",4960
"4961","Millinocket NW7627",4961
"4962","Millinocket SW1100",4962
"4963","Millinocket SW13885",4963
"4964","Millinocket SW5345",4964
"4965","Millinocket SW591",4965
"4966","Millinocket SW8747",4966
"4967","Milo North CE10409",4967
"4968","Milo North CE17864",4968
"4969","Milo North CE2824",4969
"4970","Milo North CE5478",4970
"4971","Milo North CE6462x",4971
"4972","Milo North NW1058",4972
"4973","Milo North NW1145x",4973
"4974","Milo North NW14982",4974
"4975","Milo North NW6613",4975
"4976","Milo North NW687",4976
"4977","Milo North SW11310",4977
"4978","Milo North SW13962",4978
"4979","Milo North SW15742",4979
"4980","Milo North SW6212",4980
"4981","Milo North SW7803",4981
"4982","Milo South CE12049",4982
"4983","Milo South CE12438",4983
"4984","Milo South CE27121x",4984
"4985","Milo South CE43684x",4985
"4986","Milo South CE5752",4986
"4987","Milo South NW10369",4987
"4988","Milo South NW1076x",4988
"4989","Milo South NW16308",4989
"4990","Milo South NW30565x",4990
"4991","Milo South NW8719",4991
"4992","Milo South SW14569",4992
"4993","Milo South SW16378",4993
"4994","Milo South SW3780",4994
"4995","Milo South SW5406",4995
"4996","Milo South SW94",4996
"4997","Milton CE16011",4997
"4998","Milton CE18453",4998
"4999","Milton CE3808",4999
"5000","Milton CE7491",5000
"5001","Milton CE9032x",5001
"5002","Milton SW11078",5002
"5003","Milton SW11929x",5003
"5004","Milton SW1308",5004
"5005","Milton SW14507",5005
"5006","Milton SW1904",5006
"5007","Minot CE10392",5007
"5008","Minot CE10934",5008
"5009","Minot CE10994",5009
"5010","Minot CE14277",5010
"5011","Minot CE5796",5011
"5012","Minot NW14927",5012
"5013","Minot NW16693",5013
"5014","Minot NW17354",5014
"5015","Minot NW7433",5015
"5016","Minot NW7961",5016
"5017","Minot NWG_23",5017
"5018","Minot SW11952",5018
"5019","Minot SW2274",5019
"5020","Minot SW440",5020
"5021","Minot SW64765x",5021
"5022","Minot SW7976",5022
"5023","Misery Knob CE11425",5023
"5024","Misery Knob CE11510",5024
"5025","Misery Knob CE11950",5025
"5026","Misery Knob CE12502",5026
"5027","Misery Knob CE3701",5027
"5028","Misery Knob NW10054",5028
"5029","Misery Knob NW13540",5029
"5030","Misery Knob NW14039",5030
"5031","Misery Knob NW7755x",5031
"5032","Misery Knob NW8565",5032
"5033","Misery Knob SW13497",5033
"5034","Misery Knob SW16081",5034
"5035","Misery Knob SW18595",5035
"5036","Misery Knob SW5333",5036
"5037","Misery Knob SW6733",5037
"5038","Molasses Pond CE10511",5038
"5039","Molasses Pond CE13827",5039
"5040","Molasses Pond CE15039",5040
"5041","Molasses Pond CE6825",5041
"5042","Molasses Pond CE7215",5042
"5043","Molasses Pond NW11244",5043
"5044","Molasses Pond NW12475",5044
"5045","Molasses Pond NW13220",5045
"5046","Molasses Pond NW17720",5046
"5047","Molasses Pond NW2867",5047
"5048","Molasses Pond SW15374",5048
"5049","Molasses Pond SW2874",5049
"5050","Molasses Pond SW3851",5050
"5051","Molasses Pond SW5143",5051
"5052","Molasses Pond SW5754",5052
"5053","Molunkus Lake CE10310",5053
"5054","Molunkus Lake CE1139",5054
"5055","Molunkus Lake CE2352",5055
"5056","Molunkus Lake CE3988",5056
"5057","Molunkus Lake CE850",5057
"5058","Molunkus Lake NW16295",5058
"5059","Molunkus Lake NW2683",5059
"5060","Molunkus Lake NW4957",5060
"5061","Molunkus Lake NW5839",5061
"5062","Molunkus Lake NW6282",5062
"5063","Molunkus Lake SW10798",5063
"5064","Molunkus Lake SW11982x",5064
"5065","Molunkus Lake SW14619",5065
"5066","Molunkus Lake SW16897",5066
"5067","Molunkus Lake SW17843",5067
"5068","Monarda CE12308",5068
"5069","Monarda CE15449",5069
"5070","Monarda CE1778",5070
"5071","Monarda CE2311",5071
"5072","Monarda CE8935",5072
"5073","Monarda NW2189",5073
"5074","Monarda NW2871",5074
"5075","Monarda NW3031",5075
"5076","Monarda NW5641",5076
"5077","Monarda NW88",5077
"5078","Monarda SW15424",5078
"5079","Monarda SW17983",5079
"5080","Monarda SW257",5080
"5081","Monarda SW3046",5081
"5082","Monarda SW7661",5082
"5083","Monhegan NW13615",5083
"5084","Monhegan NW1726",5084
"5085","Monhegan NW4098",5085
"5086","Monhegan NW6221",5086
"5087","Monhegan NW7571",5087
"5088","Monhegan SW53200x",5088
"5089","Monhegan SW5706",5089
"5090","Monhegan SW63613x",5090
"5091","Monhegan SW8818",5091
"5092","Monhegan SW8964",5092
"5093","Monmouth CE10541x",5093
"5094","Monmouth CE12606",5094
"5095","Monmouth CE15218",5095
"5096","Monmouth CE1867",5096
"5097","Monmouth CE634",5097
"5098","Monmouth NW16199",5098
"5099","Monmouth NW17102",5099
"5100","Monmouth NW4739",5100
"5101","Monmouth NW5533x",5101
"5102","Monmouth NW9172",5102
"5103","Monmouth SW16246",5103
"5104","Monmouth SW5432",5104
"5105","Monmouth SW5535x",5105
"5106","Monmouth SW6369x",5106
"5107","Monmouth SW7654x",5107
"5108","Monroe Lake CE12703x",5108
"5109","Monroe Lake CE14096",5109
"5110","Monroe Lake CE15094x",5110
"5111","Monroe Lake CE16485",5111
"5112","Monroe Lake CE16843",5112
"5113","Monroe Lake NW10892",5113
"5114","Monroe Lake NW11219",5114
"5115","Monroe Lake NW5013",5115
"5116","Monroe Lake NW5875",5116
"5117","Monroe Lake NW8082",5117
"5118","Monroe Lake SW11092",5118
"5119","Monroe Lake SW11756",5119
"5120","Monroe Lake SW14160",5120
"5121","Monroe Lake SW6243",5121
"5122","Monroe Lake SW6547",5122
"5123","Monson East CE15136",5123
"5124","Monson East CE15259",5124
"5125","Monson East CE2484",5125
"5126","Monson East CE3273",5126
"5127","Monson East CE7795",5127
"5128","Monson East NW5771",5128
"5129","Monson East NW5823",5129
"5130","Monson East NW8536",5130
"5131","Monson East NW9043",5131
"5132","Monson East NW9651",5132
"5133","Monson East SW12931",5133
"5134","Monson East SW14068x",5134
"5135","Monson East SW14983",5135
"5136","Monson East SW6071",5136
"5137","Monson East SW7685",5137
"5138","Monson West CE14213",5138
"5139","Monson West CE185",5139
"5140","Monson West CE20785x",5140
"5141","Monson West CE453",5141
"5142","Monson West CE57024x",5142
"5143","Monson West NW1454",5143
"5144","Monson West NW1954",5144
"5145","Monson West NW2246",5145
"5146","Monson West NW2848",5146
"5147","Monson West NW3026",5147
"5148","Monson West SW10841",5148
"5149","Monson West SW17350",5149
"5150","Monson West SW37384x",5150
"5151","Monson West SW5996",5151
"5152","Monson West SW9821",5152
"5153","Montegail Pond CE12022",5153
"5154","Montegail Pond CE17798",5154
"5155","Montegail Pond CE30495x",5155
"5156","Montegail Pond CE6600",5156
"5157","Montegail Pond CE8318",5157
"5158","Montegail Pond NW14787",5158
"5159","Montegail Pond NW15098x",5159
"5160","Montegail Pond NW17463x",5160
"5161","Montegail Pond NW326",5161
"5162","Montegail Pond NW5683",5162
"5163","Montegail Pond SW17857",5163
"5164","Montegail Pond SW22700x",5164
"5165","Montegail Pond SW4737",5165
"5166","Montegail Pond SW49687x",5166
"5167","Montegail Pond SW64268x",5167
"5168","Monticello CE14678",5168
"5169","Monticello CE16029",5169
"5170","Monticello CE16746",5170
"5171","Monticello CE16905",5171
"5172","Monticello CE3940",5172
"5173","Monticello NW2139",5173
"5174","Monticello NW22428x",5174
"5175","Monticello NW29164x",5175
"5176","Monticello NW4664",5176
"5177","Monticello NW7907",5177
"5178","Monticello SW14320",5178
"5179","Monticello SW17191",5179
"5180","Monticello SW19366x",5180
"5181","Monticello SW42350x",5181
"5182","Monticello SW54489x",5182
"5183","Monument Brook CE16317",5183
"5184","Monument Brook CE1835",5184
"5185","Monument Brook SEADD081",5185
"5186","Monument Brook SEADD082",5186
"5187","Monument Brook SEADD084",5187
"5188","Monument Brook SEADD085",5188
"5189","Monument Brook SEADD087x",5189
"5190","Moose River NW10307",5190
"5191","Moose River NW11671",5191
"5192","Moose River NW12627",5192
"5193","Moose River NW3174",5193
"5194","Moose River NW4485",5194
"5195","Moosehead NW19498x",5195
"5196","Moosehead NW217",5196
"5197","Moosehead NW33925x",5197
"5198","Moosehead NW8301x",5198
"5199","Moosehead NW978",5199
"5200","Moosehead SW10023",5200
"5201","Moosehead SW1510",5201
"5202","Moosehead SW17001",5202
"5203","Moosehead SW17018",5203
"5204","Moosehead SW3577",5204
"5205","Mooseleuk Lake CE10403",5205
"5206","Mooseleuk Lake CE11517",5206
"5207","Mooseleuk Lake CE5660",5207
"5208","Mooseleuk Lake CE792",5208
"5209","Mooseleuk Lake CE8123",5209
"5210","Mooseleuk Lake NW15158",5210
"5211","Mooseleuk Lake NW3496",5211
"5212","Mooseleuk Lake NW4080",5212
"5213","Mooseleuk Lake NW4581",5213
"5214","Mooseleuk Lake NW9244",5214
"5215","Mooseleuk Lake SW13113",5215
"5216","Mooseleuk Lake SW1429",5216
"5217","Mooseleuk Lake SW14339",5217
"5218","Mooseleuk Lake SW5973x",5218
"5219","Mooseleuk Lake SW6271",5219
"5220","Mooseleuk Mtn CW13342",5220
"5221","Mooseleuk Mtn CW1504",5221
"5222","Mooseleuk Mtn CW16915",5222
"5223","Mooseleuk Mtn CW3553",5223
"5224","Mooseleuk Mtn CW9367",5224
"5225","Mooseleuk Mtn SW14522",5225
"5226","Mooseleuk Mtn SW1760",5226
"5227","Mooseleuk Mtn SW2854",5227
"5228","Mooseleuk Mtn SW59253x",5228
"5229","Mooseleuk Mtn SW75",5229
"5230","Morrill CE1162",5230
"5231","Morrill CE12224",5231
"5232","Morrill CE14195",5232
"5233","Morrill CE2136",5233
"5234","Morrill CE4411",5234
"5235","Morrill NW10137",5235
"5236","Morrill NW12857",5236
"5237","Morrill NW17050x",5237
"5238","Morrill NW3871",5238
"5239","Morrill NW4785",5239
"5240","Morrill SW12127",5240
"5241","Morrill SW16377",5241
"5242","Morrill SW54201x",5242
"5243","Morrill SW61497x",5243
"5244","Morrill SW61591x",5244
"5245","Morrill SW8790",5245
"5246","Mousam Lake CE1033x",5246
"5247","Mousam Lake CE11981x",5247
"5248","Mousam Lake CE12742",5248
"5249","Mousam Lake CE17242",5249
"5250","Mousam Lake CE5923",5250
"5251","Mousam Lake NW11736",5251
"5252","Mousam Lake NW13680",5252
"5253","Mousam Lake NW5203",5253
"5254","Mousam Lake NW7422",5254
"5255","Mousam Lake NW9403",5255
"5256","Mousam Lake SW1433x",5256
"5257","Mousam Lake SW17163",5257
"5258","Mousam Lake SW35650x",5258
"5259","Mousam Lake SW7756",5259
"5260","Mousam Lake SW8704",5260
"5261","Moxie Pond CE14089",5261
"5262","Moxie Pond CE15388",5262
"5263","Moxie Pond CE16921",5263
"5264","Moxie Pond CE439",5264
"5265","Moxie Pond CE6635",5265
"5266","Moxie Pond NW11062",5266
"5267","Moxie Pond NW14984",5267
"5268","Moxie Pond NW2068",5268
"5269","Moxie Pond NW24841x",5269
"5270","Moxie Pond NW8013",5270
"5271","Moxie Pond SW12946",5271
"5272","Moxie Pond SW18312",5272
"5273","Moxie Pond SW5559",5273
"5274","Moxie Pond SW7435",5274
"5275","Moxie Pond SW8314",5275
"5276","Mt Abraham SW15496",5276
"5277","Mt Abraham SW15691",5277
"5278","Mt Abraham SW18561",5278
"5279","Mt Abraham SW2122x",5279
"5280","Mt Abraham SW329",5280
"5281","Mt Blue CE11635",5281
"5282","Mt Blue CE17267",5282
"5283","Mt Blue CE21159x",5283
"5284","Mt Blue CE4717",5284
"5285","Mt Blue CE8174x",5285
"5286","Mt Blue NW32708x",5286
"5287","Mt Blue NW40903x",5287
"5288","Mt Blue NW868",5288
"5289","Mt Blue NW8770",5289
"5290","Mt Blue NW9759",5290
"5291","Mt Blue SW1034",5291
"5292","Mt Blue SW1296",5292
"5293","Mt Blue SW15580",5293
"5294","Mt Blue SW26293x",5294
"5295","Mt Blue SW3869",5295
"5296","Mt Chase CE2138",5296
"5297","Mt Chase CE3568",5297
"5298","Mt Chase CE42687x",5298
"5299","Mt Chase CE9808",5299
"5300","Mt Chase NW1864",5300
"5301","Mt Chase NW40960x",5301
"5302","Mt Chase NW545",5302
"5303","Mt Chase NW56577x",5303
"5304","Mt Chase SW10466",5304
"5305","Mt Chase SW12424",5305
"5306","Mt Chase SW18469x",5306
"5307","Mt Chase SW4944",5307
"5308","Mt Chase SW7647",5308
"5309","Mt Katahdin SW10445",5309
"5310","Mt Katahdin SW1233x",5310
"5311","Mt Katahdin SW14364",5311
"5312","Mt Katahdin SW15510",5312
"5313","Mt Katahdin SW734",5313
"5314","Mt Kineo CE13904",5314
"5315","Mt Kineo CE17325",5315
"5316","Mt Kineo CE3572",5316
"5317","Mt Kineo CE4135",5317
"5318","Mt Kineo CE8867",5318
"5319","Mt Kineo NW10744",5319
"5320","Mt Kineo NW11771",5320
"5321","Mt Kineo NW2009",5321
"5322","Mt Kineo NW6516",5322
"5323","Mt Kineo NW8369",5323
"5324","Mt Kineo SW10370",5324
"5325","Mt Kineo SW13964",5325
"5326","Mt Kineo SW24212x",5326
"5327","Mt Kineo SW59369x",5327
"5328","Mt Kineo SW8327",5328
"5329","Mt Waldo CE14239",5329
"5330","Mt Waldo CE15810",5330
"5331","Mt Waldo CE4866",5331
"5332","Mt Waldo CE5876",5332
"5333","Mt Waldo CE9531",5333
"5334","Mt Waldo NW17564",5334
"5335","Mt Waldo NW3107",5335
"5336","Mt Waldo NW3276",5336
"5337","Mt Waldo NW4469",5337
"5338","Mt Waldo NW8947",5338
"5339","Mt Waldo SENewBlue29x",5339
"5340","Mt Waldo SENewBlue31x",5340
"5341","Mt Waldo SW10420",5341
"5342","Mt Waldo SW10547",5342
"5343","Mt Waldo SW12201",5343
"5344","Mt Waldo SW7247",5344
"5345","Mt Waldo SW8759",5345
"5346","Mt Waldo SWB_60x",5346
"5347","Mt Zircon CE44623x",5347
"5348","Mt Zircon CE5553",5348
"5349","Mt Zircon CE5926",5349
"5350","Mt Zircon CE7706",5350
"5351","Mt Zircon CE8220",5351
"5352","Mt Zircon NW16316",5352
"5353","Mt Zircon NW2470",5353
"5354","Mt Zircon NW3267x",5354
"5355","Mt Zircon NW3548",5355
"5356","Mt Zircon NW38512x",5356
"5357","Mt Zircon SW12807",5357
"5358","Mt Zircon SW16624",5358
"5359","Mt Zircon SW18347",5359
"5360","Mt Zircon SW29795x",5360
"5361","Mt Zircon SW6851",5361
"5362","Mud Lake CE11252",5362
"5363","Mud Lake CE15536",5363
"5364","Mud Lake CE33753x",5364
"5365","Mud Lake CE5309",5365
"5366","Mud Lake CE7218",5366
"5367","Mud Lake NW3986",5367
"5368","Mud Lake NW5002",5368
"5369","Mud Lake NW5595",5369
"5370","Mud Lake NW594",5370
"5371","Mud Lake NW6422",5371
"5372","Mud Lake SW12632",5372
"5373","Mud Lake SW17183",5373
"5374","Mud Lake SW2668",5374
"5375","Mud Lake SW5048",5375
"5376","Mud Lake SW5632",5376
"5377","Mud Pond CE11107",5377
"5378","Mud Pond CE1819",5378
"5379","Mud Pond CE2674",5379
"5380","Mud Pond CE7750",5380
"5381","Mud Pond CE9580",5381
"5382","Mud Pond SW1470",5382
"5383","Mud Pond SW15636",5383
"5384","Mud Pond SW17075",5384
"5385","Mud Pond SW5229",5385
"5386","Mud Pond SW7331",5386
"5387","Nahamakanta Stream NW14968",5387
"5388","Nahamakanta Stream NW16700",5388
"5389","Nahamakanta Stream NW4945",5389
"5390","Nahamakanta Stream NW6561",5390
"5391","Nahamakanta Stream NW8667",5391
"5392","Nahamakanta Stream SW10648",5392
"5393","Nahamakanta Stream SW6135",5393
"5394","Nahamakanta Stream SW7418",5394
"5395","Naples CE29051x",5395
"5396","Naples CE30793x",5396
"5397","Naples CE47979x",5397
"5398","Naples CE5986",5398
"5399","Naples CE6793",5399
"5400","Naples NW11667",5400
"5401","Naples NW17357",5401
"5402","Naples NW2816",5402
"5403","Naples NW3738",5403
"5404","Naples NW7483",5404
"5405","Naples SW15670",5405
"5406","Naples SW17826",5406
"5407","Naples SW20138x",5407
"5408","Naples SW2228",5408
"5409","Naples SW4",5409
"5410","Nesowadnehunk Lake CE10236",5410
"5411","Nesowadnehunk Lake CE10932",5411
"5412","Nesowadnehunk Lake CE15818",5412
"5413","Nesowadnehunk Lake CE16033",5413
"5414","Nesowadnehunk Lake CE7220",5414
"5415","Nesowadnehunk Lake SW2414",5415
"5416","Nesowadnehunk Lake SW4935",5416
"5417","Nesowadnehunk Lake SW498",5417
"5418","Nesowadnehunk Lake SW6542",5418
"5419","Nesowadnehunk Lake SW7973",5419
"5420","New Harbor NW2829",5420
"5421","New Harbor NW5363",5421
"5422","New Harbor NW5753",5422
"5423","New Harbor NW59365x",5423
"5424","New Harbor NW60",5424
"5425","New Portland CE12103",5425
"5426","New Portland CE13401",5426
"5427","New Portland CE15707",5427
"5428","New Portland CE18509",5428
"5429","New Portland CE7894",5429
"5430","New Portland NW1068",5430
"5431","New Portland NW17359x",5431
"5432","New Portland NW17711x",5432
"5433","New Portland NW272",5433
"5434","New Portland NW3185",5434
"5435","New Portland SW16168",5435
"5436","New Portland SW31312x",5436
"5437","New Portland SW4794",5437
"5438","New Portland SW6654",5438
"5439","New Portland SW8446",5439
"5440","New Sharon CE13807",5440
"5441","New Sharon CE2423",5441
"5442","New Sharon CE6241",5442
"5443","New Sharon CE6819",5443
"5444","New Sharon CE8413",5444
"5445","New Sharon NW10685x",5445
"5446","New Sharon NW12223",5446
"5447","New Sharon NW1481",5447
"5448","New Sharon NW1915",5448
"5449","New Sharon NW20149x",5449
"5450","New Sharon SW15909",5450
"5451","New Sharon SW16428",5451
"5452","New Sharon SW562",5452
"5453","New Sharon SW7221",5453
"5454","New Sharon SW7960x",5454
"5455","New Sweden CE13080",5455
"5456","New Sweden CE18057",5456
"5457","New Sweden CE4884",5457
"5458","New Sweden CE7582",5458
"5459","New Sweden CE8659",5459
"5460","New Sweden NW11690",5460
"5461","New Sweden NW14156",5461
"5462","New Sweden NW2269",5462
"5463","New Sweden NW9197",5463
"5464","New Sweden NW9661",5464
"5465","New Sweden SW12763",5465
"5466","New Sweden SW17135",5466
"5467","New Sweden SW3255",5467
"5468","New Sweden SW4692",5468
"5469","New Sweden SW9298",5469
"5470","New Vineyard CE13357",5470
"5471","New Vineyard CE14612",5471
"5472","New Vineyard CE16931",5472
"5473","New Vineyard CE35722x",5473
"5474","New Vineyard CE4099",5474
"5475","New Vineyard NW11522",5475
"5476","New Vineyard NW1542",5476
"5477","New Vineyard NW15788",5477
"5478","New Vineyard NW16718",5478
"5479","New Vineyard NW5634",5479
"5480","New Vineyard SW11917",5480
"5481","New Vineyard SW16851",5481
"5482","New Vineyard SW17913x",5482
"5483","New Vineyard SW2201x",5483
"5484","New Vineyard SW7235",5484
"5485","Newbury Neck CE16005",5485
"5486","Newbury Neck CE2426x",5486
"5487","Newbury Neck CE31867x",5487
"5488","Newbury Neck CE34237x",5488
"5489","Newbury Neck CE68323x",5489
"5490","Newbury Neck NW1269",5490
"5491","Newbury Neck NW1393",5491
"5492","Newbury Neck NW14367",5492
"5493","Newbury Neck NW2467",5493
"5494","Newbury Neck NW4297",5494
"5495","Newbury Neck SW4459",5495
"5496","Newport CE11368x",5496
"5497","Newport CE16847",5497
"5498","Newport CE17049",5498
"5499","Newport CE17302",5499
"5500","Newport CE9971",5500
"5501","Newport NW12347x",5501
"5502","Newport NW17173",5502
"5503","Newport NW17637",5503
"5504","Newport NW17741",5504
"5505","Newport NW9280",5505
"5506","Newport SW11025",5506
"5507","Newport SW15440",5507
"5508","Newport SW17603x",5508
"5509","Newport SW4899",5509
"5510","Newport SW863x",5510
"5511","Nine Meadow Ridge CE14970x",5511
"5512","Nine Meadow Ridge CE46139x",5512
"5513","Nine Meadow Ridge CE639",5513
"5514","Nine Meadow Ridge CE7800",5514
"5515","Nine Meadow Ridge NW17988",5515
"5516","Nine Meadow Ridge NW18235",5516
"5517","Nine Meadow Ridge NW18533",5517
"5518","Nine Meadow Ridge NW701",5518
"5519","Nine Meadow Ridge NW7605",5519
"5520","Nine Meadow Ridge SW10653",5520
"5521","Nine Meadow Ridge SW16430",5521
"5522","Nine Meadow Ridge SW1908",5522
"5523","Nine Meadow Ridge SW19146x",5523
"5524","Nine Meadow Ridge SW2570",5524
"5525","Ninemile Bridge CE11956",5525
"5526","Ninemile Bridge CE12136",5526
"5527","Ninemile Bridge CE2313",5527
"5528","Ninemile Bridge CE4065",5528
"5529","Ninemile Bridge CE6871",5529
"5530","Ninemile Bridge NE16183",5530
"5531","Ninemile Bridge NE17295",5531
"5532","Ninemile Bridge NE2057",5532
"5533","Ninemile Bridge NE4362",5533
"5534","Ninemile Bridge NE6648",5534
"5535","Ninemile Bridge SW14510",5535
"5536","Ninemile Bridge SW15686",5536
"5537","Ninemile Bridge SW2205",5537
"5538","Ninemile Bridge SW3838",5538
"5539","Ninemile Bridge SW9310",5539
"5540","Ninemile Deadwater CE11602x",5540
"5541","Ninemile Deadwater CE15465",5541
"5542","Ninemile Deadwater CE15568",5542
"5543","Ninemile Deadwater CE5590",5543
"5544","Ninemile Deadwater CE97",5544
"5545","Ninemile Deadwater NW1079",5545
"5546","Ninemile Deadwater NW18499",5546
"5547","Ninemile Deadwater NW3885",5547
"5548","Ninemile Deadwater NW4284",5548
"5549","Ninemile Deadwater NW6379",5549
"5550","Ninemile Deadwater SW11602",5550
"5551","Ninemile Deadwater SW13259",5551
"5552","Ninemile Deadwater SW16216x",5552
"5553","Ninemile Deadwater SW42355x",5553
"5554","Ninemile Deadwater SW9581",5554
"5555","Nollesemic Lake CE15929",5555
"5556","Nollesemic Lake CE1724",5556
"5557","Nollesemic Lake CE243",5557
"5558","Nollesemic Lake CE5718",5558
"5559","Nollesemic Lake CE6298",5559
"5560","Nollesemic Lake NW15061",5560
"5561","Nollesemic Lake NW7994",5561
"5562","Nollesemic Lake NW8571",5562
"5563","Nollesemic Lake NW8953",5563
"5564","Nollesemic Lake NW8966",5564
"5565","Nollesemic Lake SW1176",5565
"5566","Nollesemic Lake SW129",5566
"5567","Nollesemic Lake SW13251",5567
"5568","Nollesemic Lake SW15877",5568
"5569","Nollesemic Lake SW22768x",5569
"5570","Norcross CE1055x",5570
"5571","Norcross CE12014",5571
"5572","Norcross CE12594",5572
"5573","Norcross CE17118",5573
"5574","Norcross CE6371",5574
"5575","Norcross NW11872",5575
"5576","Norcross NW12082",5576
"5577","Norcross NW18127",5577
"5578","Norcross NW2251",5578
"5579","Norcross NW5392",5579
"5580","Norcross SW1109",5580
"5581","Norcross SW12842",5581
"5582","Norcross SW14363",5582
"5583","Norcross SW3459",5583
"5584","Norcross SW5630",5584
"5585","Norridgewock CE13242",5585
"5586","Norridgewock CE13475",5586
"5587","Norridgewock CE14472",5587
"5588","Norridgewock CE15408",5588
"5589","Norridgewock CE9779x",5589
"5590","Norridgewock CEG_40",5590
"5591","Norridgewock NW1146",5591
"5592","Norridgewock NW13665",5592
"5593","Norridgewock NW3026x",5593
"5594","Norridgewock NW4931",5594
"5595","Norridgewock NW9684",5595
"5596","Norridgewock SW10836",5596
"5597","Norridgewock SW12483",5597
"5598","Norridgewock SW12519",5598
"5599","Norridgewock SW322x",5599
"5600","Norridgewock SW7113",5600
"5601","Norris Brook CE1164",5601
"5602","Norris Brook CE12612",5602
"5603","Norris Brook CE17612",5603
"5604","Norris Brook CE18181",5604
"5605","Norris Brook CE7949",5605
"5606","Norris Brook CW1067",5606
"5607","Norris Brook CW18575",5607
"5608","Norris Brook CW430",5608
"5609","Norris Brook CW7931",5609
"5610","Norris Brook CW9663",5610
"5611","Norris Brook SW13460",5611
"5612","Norris Brook SW15723",5612
"5613","Norris Brook SW3071",5613
"5614","Norris Brook SW6748",5614
"5615","Norris Brook SW9702",5615
"5616","North Amity CE10618",5616
"5617","North Amity CE11500",5617
"5618","North Amity CE15868",5618
"5619","North Amity CE18286",5619
"5620","North Amity CE2437",5620
"5621","North Amity NW1233",5621
"5622","North Amity NW16306",5622
"5623","North Amity NW17937",5623
"5624","North Amity NW3673x",5624
"5625","North Amity NW7883",5625
"5626","North Amity SW1692x",5626
"5627","North Amity SW17518",5627
"5628","North Amity SW2754",5628
"5629","North Amity SW5825",5629
"5630","North Amity SW8059",5630
"5631","North Berwick CE14358",5631
"5632","North Berwick CE17085",5632
"5633","North Berwick CE3387",5633
"5634","North Berwick CE4669",5634
"5635","North Berwick CE68581x",5635
"5636","North Berwick NW14454",5636
"5637","North Berwick NW15268",5637
"5638","North Berwick NW1655",5638
"5639","North Berwick NW2187",5639
"5640","North Berwick NW8678",5640
"5641","North Berwick SW16741",5641
"5642","North Berwick SW17031",5642
"5643","North Berwick SW4039",5643
"5644","North Berwick SW5556",5644
"5645","North Berwick SW565",5645
"5646","North Brook Ridge CE14928",5646
"5647","North Brook Ridge CE16300",5647
"5648","North Brook Ridge CE30686x",5648
"5649","North Brook Ridge CE3435",5649
"5650","North Brook Ridge CE4937",5650
"5651","North Brook Ridge NW11697",5651
"5652","North Brook Ridge NW13346",5652
"5653","North Brook Ridge NW1780",5653
"5654","North Brook Ridge NW4395",5654
"5655","North Brook Ridge NW809",5655
"5656","North Brook Ridge SW12168",5656
"5657","North Brook Ridge SW4440",5657
"5658","North Brook Ridge SW4561",5658
"5659","North Brook Ridge SW5120",5659
"5660","North Brook Ridge SW7241",5660
"5661","North East Carry CE10490",5661
"5662","North East Carry CE16448",5662
"5663","North East Carry CE22",5663
"5664","North East Carry CE6396x",5664
"5665","North East Carry CE9374",5665
"5666","North East Carry NW16161",5666
"5667","North East Carry NW2033",5667
"5668","North East Carry NW4644",5668
"5669","North East Carry NW5170",5669
"5670","North East Carry NW8590",5670
"5671","North East Carry SW12083",5671
